CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4905893,5586,2,Daughter/Son,,No,Male,19,Base higher (bachelor degree),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4905893,5586,3,Spouse,,No,Female,47,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4905893,5586,4,Mother/Farther,,No,Female,78,"Secondary special, incomplete higher (technical school, college)",No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4905993,6282,1,1,,Yes,Male,54,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,5000 to 10000 UAH
4905993,6282,2,Spouse,,No,Female,47,Complete secondary school,Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",,2000 to 5000 UAH
4905993,6282,3,Mother/Farther,,No,Female,85,Primary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4906007,7001,1,1,,Yes,Male,69,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4906007,7001,2,Spouse,,No,Female,67,"Vocational school (PTU, lyceum)",No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4906007,7001,3,Daughter/Son,,No,Female,42,"Secondary special, incomplete higher (technical school, college)",No,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4906057,6931,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4906057,6931,2,Spouse,,Yes,Female,30,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,No income
4906087,6691,1,1,,Yes,Female,45,Complete secondary school,Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",,5000 to 10000 UAH
4906087,6691,2,Spouse,,No,Male,48,Complete secondary school,Yes,No,Another village in the same Rayon,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4906150,6806,1,1,,Yes,Male,60,"Vocational school (PTU, lyceum)",No,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,10000 to 15000 UAH
4906150,6806,2,Spouse,,No,Female,59,"Vocational school (PTU, lyceum)",Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",Up to 2 000 UAH,Up to 2 000 UAH
4906193,6813,1,1,,Yes,Male,37,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4906193,6813,2,Mother/Farther,,Yes,Male,62,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4906193,6813,3,Mother/Farther,,Yes,Female,62,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4906506,5050,1,1,,Yes,Male,61,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,More than 15000 UAH
4906506,5050,2,Spouse,,No,Female,60,Higher (master degree or PhD),Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm",Employed by an employer (in the private or public sector),No income,10000 to 15000 UAH
4906506,5050,3,Daughter/Son,,No,Male,36,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,10000 to 15000 UAH
4906506,5050,4,Daughter/Son,,No,Female,31,Higher (master degree or PhD),Yes,Yes,Different Rayon in the same Oblast,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",Up to 2 000 UAH,Up to 2 000 UAH
4906661,6510,1,1,,Yes,Female,64,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4906661,6510,2,Spouse,,No,Male,65,Complete secondary school,Yes,No,This village,Employed by an employer (in the private or public sector),Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4906661,6510,3,Daughter/Son,,No,Female,38,Higher (master degree or PhD),No,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907536,6972,1,1,,Yes,Male,57,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,5000 to 10000 UAH
4907536,6972,2,Spouse,,No,Female,55,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907545,5425,1,1,,Yes,Male,52,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4907545,5425,2,Spouse,,No,Female,49,"Vocational school (PTU, lyceum)",,,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907562,5254,1,1,,Yes,Male,46,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,5000 to 10000 UAH
4907562,5254,2,Spouse,,No,Female,47,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4907562,5254,3,Daughter/Son,,No,Male,27,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4907562,5254,4,Daughter/Son,,No,Female,23,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,5000 to 10000 UAH
4907562,5254,5,Mother/Farther,,No,Female,71,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4907562,5254,6,Other (specify),son-in-law,No,Male,21,Base higher (bachelor degree),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907562,5254,7,Other (specify),daughter-in-law,No,Female,28,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907604,7264,1,1,,Yes,Male,46,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,More than 15000 UAH
4907604,7264,2,Spouse,,No,Female,42,Complete secondary school,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907681,6759,1,1,,Yes,Male,36,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4907681,6759,2,Grandmother/Grandfather,,No,Female,91,Some secondary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,Up to 2 000 UAH
4907681,6759,3,Mother/Farther,,No,Female,60,Higher (master degree or PhD),Yes,Yes,Another village in the same Rayon,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,
4907726,5592,1,1,,Yes,Female,42,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4907758,6023,1,1,,Yes,Male,37,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4907758,6023,2,Spouse,,No,Female,36,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),No income,5000 to 10000 UAH
4907817,6213,1,1,,Yes,Male,69,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4907817,6213,2,Spouse,,No,Female,64,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4907825,5929,1,1,,Yes,Male,38,Higher (master degree or PhD),Yes,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),10000 to 15000 UAH,More than 15000 UAH
